age,annual_income,education_years,work_experience_years,credit_score,loan_amount,loan_duration_months,interest_rate,debt_to_income_ratio,monthly_expenses,savings_balance,investment_balance,number_of_dependents,employment_stability_years,housing_status_score,marital_status_score,health_risk_index,insurance_coverage_score,spending_score,online_activity_score,device_usage_hours,location_risk_index,previous_default_count,financial_literacy_score,loan_default
32,69401.14427135524,17,6,703.1759891707205,20009.99413786191,60,12.224743462713684,0.8529414945322527,1663.3200971034016,5093.038346551011,2658.699790591654,0,29,3,3,0.9704080364395083,3,76,68,7.040830588493114,0.18983096613230466,0,37,0
43,46467.11345391403,19,27,676.0539455737764,28908.047632298305,60,13.29042122865542,0.7964004383091096,2325.7128653890436,8623.822640372171,0.0,1,3,4,1,0.10464114410827152,3,76,54,8.389717809098528,0.2354476442557858,1,21,0
62,53523.913897727725,9,34,624.238578181706,24598.646587163294,48,11.603637623003928,0.7259792842071491,2703.737926428018,18672.61365365352,29212.9790295198,5,14,5,1,0.25219238598149873,3,2,80,8.051879318471821,0.34684476836290234,0,95,0
52,59002.4361571607,10,38,816.9019670496873,24425.19978826221,24,16.41710508055224,0.062145983203051716,1488.1799734435936,32739.133459976478,33244.642888238384,4,29,5,1,0.125009656930693,4,8,28,7.955515185342105,0.7389410445223488,0,12,0
51,54585.966092860006,12,35,665.7064525761699,18330.35986740126,12,4.6231161868353094,0.4709368490844674,3968.0365615796727,10187.083860634304,28704.956691253003,5,10,5,2,0.6685642737297409,3,48,48,2.566944352708399,0.367690645831077,1,52,0
47,60718.298786676634,10,34,614.6584147058074,25119.519889266856,24,17.301725394437195,0.38324177246887753,1257.2702448759285,1320.712553735977,16106.561469999157,0,27,2,3,0.8814868497506145,2,63,24,5.911464896572185,0.8864910686820399,2,41,0
42,45600.10424801289,9,18,575.7327082497379,16435.212020376573,60,4.049248462251832,0.5125212367554841,3207.720373481173,16294.582811713379,13736.59885594363,0,0,2,1,0.604160272499733,2,7,91,1.966788870716504,0.2102260648292067,0,72,0
32,64072.75046447163,8,3,643.5369037035367,31958.441175382064,12,9.128455852585944,0.39766734085908473,1342.3095689699098,35885.95287869753,26917.37516928488,1,18,4,2,0.18301155256816548,5,39,90,4.761428335865433,0.9572312172479587,1,49,0
38,45728.1088066578,16,36,604.7816595943573,35382.61114136436,60,3.9597032155699123,0.2906490519107307,2892.398164309988,0.0,29881.147373642627,0,8,5,1,0.43624578096287747,2,18,57,2.976225799415436,0.5387937446178096,1,69,0
51,69580.067558901,8,20,762.4520698755858,18622.022441345678,60,15.090833841694089,0.4130866239184748,2848.5777142003144,16470.52665717843,26806.005973718526,3,7,3,1,0.6826935684698233,2,15,58,2.8391078463315624,0.9625824200087316,0,62,0
47,84184.9371467751,10,15,688.0550874291678,44135.44979150544,48,16.761850699535934,0.6423726237676672,3349.3816978122845,23784.98109790437,24868.647662617834,2,17,5,2,0.8118113360413423,2,15,26,4.680791662181078,0.4677988068692054,0,48,0
50,63597.91916463944,17,38,817.7494930058359,39487.10809337761,36,7.398369007138239,0.3211107777727358,2445.8657397660795,32084.960763730393,0.0,1,8,4,1,0.477169073117797,2,33,91,11.760261004811097,0.9583874926806434,0,53,0
22,30368.499373187067,8,2,664.8396048646332,23653.843891216657,36,11.46510525234228,0.12351472946154927,2228.599931125654,8524.612612661556,17242.604453338834,3,12,2,1,0.6997429612771501,2,27,33,3.744626324875172,0.5673620932096962,0,96,0
40,52983.90797090794,18,29,783.973586615902,28447.06498600333,60,5.830157958626232,0.5686011030631103,483.3397498608533,24555.4050742069,8902.368948767476,1,9,4,1,0.5612123382848455,4,9,46,9.283290774662314,0.8690505708722839,0,58,0
57,58087.60736769396,10,26,650.3955217245576,24256.82773007082,24,13.92333821487637,0.6871423790592002,1636.3968054729419,23537.363440747795,22873.81836574006,0,4,4,1,0.5672911172089649,1,94,45,9.950358874316555,0.042279580532005756,0,31,0
24,68021.35328811419,15,1,615.9538737419159,26228.22712149578,48,13.303620626398667,0.5906848556931223,2266.8276944930526,6442.312295682812,10256.80622562402,3,9,5,1,0.9872810242144732,1,80,37,2.3389572319393936,0.11152616117875136,0,47,0
46,57402.97783114797,17,14,615.0015927614776,13954.600229393176,12,4.33920265539162,0.45398665286369205,1103.0338640754335,14664.935907266243,20353.236685136788,4,20,3,2,0.1996600020152517,5,27,56,4.451743309920747,0.33888110909117763,0,87,0
24,57175.68753525083,19,0,678.6241791966208,30437.311429778307,60,5.634402602268205,0.08696217217602409,3416.884220585308,14660.145768040928,0.0,3,7,4,1,0.3724906307219026,2,10,99,7.743956895135694,0.7817180276011355,0,88,0
35,30760.06144479424,12,23,708.2558336872107,29332.478264280107,36,11.446777264531045,0.5571941211555392,2086.2197871438116,29583.09110859978,16066.471183595002,5,24,4,3,0.7616498963415554,1,70,39,0.7947366834495285,0.5283128924393273,0,72,0
28,42310.362273412145,11,20,683.4733991980033,41614.56654999683,60,7.281405764147004,0.4529401523363787,2079.5940814105825,13840.851754799472,39284.99801404922,1,2,2,2,0.46106356460805675,1,24,78,1.7310416301882117,0.19554095002779326,0,17,0
59,46110.47121986599,10,21,754.0469164682188,34245.34465507632,36,3.1867980038593102,0.6574441731150642,3273.6740982884057,19843.378070691957,31008.66464602781,5,4,5,3,0.9231868329996056,5,1,60,8.196078059290855,0.7051538576305757,0,40,0
43,72595.03927843072,11,19,653.1191577415537,29023.576324127454,24,9.5951545019162,0.37485214006181083,3094.994481461187,6552.365157768705,16002.129758869416,5,16,3,1,0.22155055170305238,1,96,74,1.967485641512435,0.953992192293062,0,69,0
24,72329.69282733067,8,31,765.2223877531429,14840.79179955819,36,13.184937385222332,0.13804412610696154,1920.2194608090686,10955.195704819167,53296.7657386724,4,6,4,1,0.9827129430765835,3,22,75,2.9114888086878383,0.43842002925095225,0,6,0
58,68315.5084509697,17,38,628.0316977517439,40765.42580978825,36,7.763750349514096,0.630271056840528,3003.6647491453496,38734.757236118865,28564.625336370635,4,2,4,3,0.3453741106226874,1,26,20,9.376332106784867,0.3754525508764238,0,28,0
57,67857.10752322494,15,28,679.5476064514428,39100.16280252481,60,16.40309827604593,0.5456027511392968,2253.068580602513,22229.559069187984,58613.91247491684,3,10,5,3,0.6795405453747239,2,72,56,3.233790566988058,0.8663161214665924,2,67,0
30,96981.29971056958,18,36,710.6131046420975,1627.014403667643,48,7.667193175704548,0.266931367968467,792.1540247328953,0.0,18164.06582499009,3,27,1,3,0.4044201427391899,5,57,70,0.7085457487153063,0.7546466955237148,0,98,0
61,58189.14419143458,16,33,776.8361155591891,22046.272846694,36,3.3072775528904987,0.4874603382238469,2038.1055141202307,23358.373513048096,18430.734754942212,5,13,3,3,0.6097870912731204,2,35,16,5.359175131459873,0.9314147504484153,1,33,0
63,59232.18607069243,17,9,708.7989402742428,11637.976329947713,12,5.442604233152958,0.8800878755382917,3264.8650376855053,0.0,7650.777994001741,3,19,1,3,0.09568004667545305,4,51,27,2.946355331323404,0.47383440277337974,0,45,0
32,49469.38650145402,15,13,697.3398283341241,36163.41418534781,12,5.855510244896848,0.42565063500882233,2124.2779459295616,12788.310185522543,0.0,3,8,4,1,0.7414989842277802,4,62,59,4.180526047116491,0.9876658990167526,1,56,0
59,60789.19065385646,19,8,684.6694214575103,14092.524189584758,12,15.211082554510613,0.26240966226682266,2017.7593008225867,9316.757544208489,16688.994277465852,4,6,3,3,0.24497354262870774,1,25,35,2.049998635643836,0.3544985579859763,0,63,0
38,53530.9177207876,18,17,669.3796790390155,28333.00956308045,36,17.06951474973954,0.4545008195597202,2460.5946803437487,0.0,11189.921629745111,3,23,3,1,0.5788030310582356,2,41,72,9.574016523556645,0.26613561808559494,1,16,0
21,63001.412402429,9,15,818.3981267708234,39131.707117210426,60,10.721469358690836,0.8032824120700003,1962.7642272884086,19828.28200965967,0.0,4,24,3,3,0.4788120256684877,4,47,43,7.974377177896222,0.3221985996819339,0,60,0
35,65174.205543313044,17,3,674.5965167464134,35639.335114592664,24,12.833136237182414,0.08007827049404587,2657.716828667038,24462.926040276736,17694.432077747395,0,15,3,2,0.5493216836538405,2,88,74,5.962978555943887,0.7685579307277282,0,11,0
39,62209.870614063395,10,24,669.7363796124334,20671.937541885807,24,11.672563786215429,0.5598782306778424,2446.844458141905,14444.843570527213,38225.790222744414,0,1,3,1,0.11248266322076517,5,32,24,7.344929087979645,0.4281099492682343,0,31,0
63,51416.41810374707,17,24,650.6783215604381,30431.165000264733,24,9.870808703229342,0.4747991554308657,1160.7254367112812,0.0,21930.664303516412,2,20,5,1,0.6930799813950449,1,93,88,8.436793005008353,0.3345493458205806,0,8,0
53,71576.6814450157,10,13,657.4389875062916,26186.42485318843,36,14.805672627977964,0.37538840738523144,1908.2706419789374,11284.849792939733,11694.878152969164,0,4,3,2,0.9404620383838388,3,48,97,1.664761706800282,0.11262412153969248,0,46,0
22,79714.81172758015,8,19,679.9314936351248,18990.426136696555,48,14.838706527538179,0.6733852034933896,2022.1966136712986,0.0,35600.424432730484,3,6,3,2,0.013299537545634732,3,33,39,10.28692887419314,0.6733259466847593,0,28,0
63,73544.48062289138,12,32,744.1149615923769,26245.049609589787,60,17.90532683167306,0.8079831041671399,2082.763712741534,10609.214289281339,9075.974553177106,3,15,4,1,0.0245087570298953,4,31,21,2.261083327042269,0.5252487341522553,0,71,0
23,64294.466249837555,9,0,669.5942250735877,18968.41019568682,12,9.207163464881948,0.8437522568803011,3530.4049905914258,13209.737091976345,9294.608971306025,2,6,5,2,0.31828855938891965,4,87,83,9.834827507195769,0.2024237615243626,0,8,0
39,39096.1031788237,11,22,607.7999171420917,16995.572942985287,48,8.59513104110422,0.5307027524420431,2446.7623093231155,899.555909024295,29223.548691843316,1,5,3,3,0.509943995319359,3,15,38,2.3216808960520243,0.33187645576920044,1,68,0
57,38453.808656985784,16,24,734.1122167187135,17464.990479213895,60,17.2919860109833,0.31087286417270826,3732.861124663401,14458.559194123784,2087.0586067150616,3,1,3,3,0.5108734907354987,2,16,85,2.578982285621368,0.5391366857452742,1,55,0
22,62711.10014967325,11,18,674.2124441967978,5034.20156592756,48,10.419492472868113,0.7362090962854337,2237.299451450288,10570.70405540624,22636.507252204858,0,26,5,2,0.369531084530732,2,4,56,1.4902627175587506,0.3782049987229371,0,36,0
52,54643.82979380301,8,4,657.5076787787748,27067.313590944053,36,5.208812126477564,0.2639061350863592,3136.523436872868,23471.469026866413,0.0,1,28,2,3,0.524478179377705,4,12,34,10.99616765475813,0.3415855540083862,1,65,0
55,59960.77824372593,13,25,667.0722173273363,23580.474190785586,36,8.726040879390876,0.24128424845135082,3696.5717241612288,0.0,47895.66513875221,2,16,2,3,0.14747406773310945,5,47,88,11.0518717267636,0.25355209179500093,0,75,0
45,63823.918326767845,12,36,750.8086081186603,39780.430861292174,36,10.354668436480432,0.6012669607644264,3805.6729841038127,6837.656230686557,0.0,1,28,1,1,0.8310789387290002,2,63,8,0.5910269994127954,0.8974729056449284,0,46,0
63,74946.93667451438,8,3,769.8652681060984,43919.12282784781,36,17.69633823896726,0.5071730507667894,2805.6102505451045,19933.929681640326,0.0,5,11,4,3,0.19732513491524573,2,96,42,6.119528974651681,0.827859474777699,0,67,0
41,37806.00953205567,9,16,670.0776631647208,2170.468469689393,48,16.96008351419818,0.6151165587912775,3214.5055427603215,23936.947253569248,8842.210116809156,1,4,1,1,0.647989355371975,2,85,19,6.234286807265002,0.38213480237161634,1,100,0
59,47903.641688523436,10,38,663.3755560281548,28101.04687018264,36,5.578476652482841,0.11299250064869104,2301.6621078447015,21152.833351602043,38450.35651764983,2,25,3,3,0.10168195759052734,2,93,97,11.654619675488542,0.17503250801051273,0,5,0
27,82890.55557242564,9,16,622.0267585092873,23969.266950643512,60,15.103200745726767,0.15234628281156948,2009.5628462509071,2305.428098715547,15215.86708832387,3,26,4,2,0.4404685443521632,1,26,100,7.614883872192229,0.6192607194410857,0,98,0
63,84392.93078199532,13,16,800.9345401090421,26753.7039905726,48,8.913447951851579,0.5140602049794775,2413.980171006937,14557.929678228391,0.0,4,1,3,1,8.436604998807162e-05,3,10,62,10.530467094288582,0.009421047556410489,0,1,0
60,50160.438055940045,9,37,668.6849002922784,8636.273015929788,60,7.934186062366903,0.10166247947298274,1854.6247397994005,169.2394417726009,29833.42292595679,1,24,3,2,0.575300186269723,3,7,10,0.5878146513196979,0.5660220201693071,0,26,0
60,56651.1863196575,18,3,600.9262185336285,23839.19092804125,24,10.86249332250143,0.7009908097690994,2663.5634614458477,8433.309390522089,14279.902078696417,2,23,1,2,0.8636294387438531,3,16,70,2.326937825069747,0.9463348313204027,1,97,0
58,40453.962856674705,18,30,733.0309180477107,29357.475254142853,36,3.692680225101766,0.42527083839690527,2276.2780003783437,12026.084087096897,0.0,0,13,4,2,0.5112100012549354,4,9,18,5.395172417434133,0.05094551001966907,0,2,0
53,54007.52142699938,14,28,700.0903242369187,33192.626569598026,36,14.745504080933358,0.24704587672632017,2698.226425486479,22697.441588743524,0.0,4,16,2,1,0.9310165819827277,1,90,57,6.384458354674623,0.5628056786363221,2,53,0
25,53934.308561584636,19,8,695.458905242379,10872.692495710404,60,17.02471632591767,0.5241250358413188,4261.866526033173,12573.961266391012,24647.606644145668,2,17,1,2,0.0415343264961916,3,87,42,4.1649046227865245,0.3210114258204074,0,27,0
26,65308.26413294435,14,30,686.9963044618993,27419.822868253035,48,16.29642932830871,0.06087885917103389,3339.3883995508913,27207.90479333213,8461.465256421865,5,3,2,1,0.32893409130181783,5,13,69,2.362308222410213,0.7254826630483542,0,58,0
45,44319.7344388996,16,29,628.5860426117298,27472.542875046373,48,4.635039395645544,0.20746770519036145,2904.274434603902,26139.411788571088,3883.3613882277004,4,9,3,2,0.7320200847296742,2,96,52,3.533684850113543,0.28499893501723683,0,58,0
51,57703.951480966774,14,31,705.4080478822721,34107.84702987571,48,6.623468755548042,0.2056847408941163,1593.9748034912004,3427.837146529104,30524.129146254643,5,27,4,3,0.42918747390481216,1,90,48,6.5466467865514,0.5115901150896961,0,25,0
31,77438.42866951057,16,30,743.0006782277098,23572.96701684629,12,17.73306910312305,0.7931644110487387,2057.5326907292592,34856.813149262,20646.974019761357,4,23,3,2,0.7606156920508884,1,19,7,10.534837097268305,0.10618528362333102,0,87,0
63,62554.914282434955,8,28,729.2493568170964,24948.837614025084,36,17.39235773973074,0.0708849048375172,2359.2078815315213,25631.84894350917,23496.894049972463,1,11,4,3,0.07778352166728708,2,54,63,10.581293351923147,0.0955610920448392,0,71,0
20,38986.67287832341,10,32,640.1895311683799,12467.683753945765,24,14.884205796543549,0.6011794695535403,2139.8298086101972,4045.061578427578,27512.912027312497,5,13,2,3,0.3900734113591745,2,78,97,7.4028513365686175,0.8166720251464925,0,41,0
52,56941.9993614418,13,34,625.8917055176963,33255.24663188058,24,7.877061272082136,0.06737340347560883,1827.2749415926548,13495.160495799035,33211.04993877953,0,23,1,2,0.7226096592107739,3,72,81,5.902534368677329,0.34975840631685207,0,86,0
21,70329.61807038226,15,29,733.0345161941024,24638.548883075146,48,4.64528419226232,0.8855997359981185,3201.026557314053,28556.753427675423,30183.59967747022,2,11,2,2,0.9161277251329452,1,72,60,11.46864472143904,0.1892138427085931,1,4,0
22,72878.84407287743,19,7,789.1390797119508,17082.151834406417,36,7.805874397226115,0.6746481197564989,2501.5961856566323,16032.965107869946,14783.815381048465,3,14,3,3,0.8986362124481506,5,80,65,2.176190025776724,0.360217727474869,0,42,0
37,61880.45440705238,18,22,655.0465172384563,19504.879679398968,36,17.43382093187702,0.4046838063826236,3013.604087734906,23115.94383118319,13337.252490620012,1,18,2,1,0.9822949234987021,3,40,89,3.272050969852404,0.05246372383523745,0,90,0
27,46160.87598871786,14,24,660.1948393330035,20904.375210312613,60,6.269082720170158,0.7548036561868728,1055.507589366563,2855.8177795925258,15483.663950288683,2,10,2,2,0.25054194583782985,5,27,42,9.673012809628824,0.1874350632474483,0,6,0
21,58754.236038369614,9,9,594.6414457263285,44438.113893574,48,4.470146590019523,0.3073968845844433,2200.2923611552314,13115.169223148274,46467.21275438029,1,21,4,3,0.6886347849084945,2,10,73,0.7075987588986521,0.7638843660862435,1,10,0
63,59690.14262507418,11,11,649.1225643324553,12835.962099554396,48,6.537271900022369,0.6940922556996474,2894.3918970281857,6728.445700203425,25761.911269630935,1,22,4,3,0.7146487770214395,2,80,37,6.531445943484316,0.6547118719093086,0,42,0
25,75086.83334970853,14,8,659.9638074615253,48912.71541872215,12,6.937502359968115,0.5508635682758642,1236.5444084589765,3818.925546736429,15253.041078198992,1,0,4,3,0.38725288831033966,1,65,96,8.24349622393737,0.31186964591655997,0,85,0
23,16724.52735627313,11,3,656.6379652975942,13228.635254650097,36,7.2798213552311175,0.2272068446927799,2057.49223009385,9669.327738890024,20149.60115772766,4,29,1,1,0.01194926628970383,4,47,9,2.153606203355891,0.09208760390107606,0,92,0
30,73998.7121272323,14,2,595.870232749015,36803.898358614024,48,4.454806024648345,0.805045019017566,1269.485892897942,22447.161756110832,12323.824386789482,1,20,4,2,0.24181483468360176,1,75,57,0.8364495767447806,0.5310777038830673,1,80,0
41,59953.02163917135,15,2,647.562387147665,7239.369339762779,48,17.710687214778417,0.837792657404252,1748.0621271194152,23892.89517794014,16022.941947487405,3,1,2,3,0.9635117853212566,5,91,41,1.7049155218778609,0.630116733806128,0,91,0
62,44746.32449825072,13,28,785.5322931562732,12134.235124678227,60,3.3794156103601938,0.2103679676563519,2024.7969938222977,30781.071478992773,28307.013040244616,5,12,2,2,0.06973492718695884,4,69,59,10.816030660155919,0.9461260807249864,0,78,0
27,30222.624872635442,11,15,707.1491081013442,13634.908708530545,48,5.895095227578682,0.16587215188571713,2837.6980672810837,0.0,31090.69640508614,5,27,3,3,0.6460397977537728,3,83,62,3.931278497163365,0.8492471656376592,1,100,0
36,82468.53232741154,12,7,735.9368678116491,30088.060543485215,60,15.891147305884033,0.48792383484759777,1939.9349942099705,21447.89345702446,31032.29873760051,1,11,1,1,0.6607578138607532,2,96,74,1.662665786654701,0.31769463180048707,0,28,0
